target,probe,r2,cosine,rel_l2,lambda
raw,P0_mean_floor,0.0,0.5915646675376622,0.8047824125817472,
raw,P1_ovt_text_stream,0.22230733998483565,0.7048385272713136,0.7039360960598098,10000.0
raw,P1_ovt_slot0,0.22230733998483565,0.7048385272713136,0.7039360960598098,10000.0
raw,P1b_e8_visual_memory,0.39387041678203005,0.7854397049656028,0.6063763436150263,1000.0
raw,P2_llm_image_stream,0.3229045207694604,0.7503726188078529,0.6519274472710371,10000.0
raw,P3_word_only,0.19081882540897743,0.6892026051514151,0.7204570287659033,0.1
raw,P4_raw_siglip,0.5142704678977362,0.8331209163258453,0.5425117460100752,1000.0
instance_residual,P0_mean_floor,0.0,-0.005150930319363172,1.000000000004711,
instance_residual,P1_ovt_text_stream,0.05888011375709046,0.2553128436704306,0.9664002571842422,100000.0
instance_residual,P1_ovt_slot0,0.05888011375709046,0.2553128436704306,0.9664002571842422,100000.0
instance_residual,P1b_e8_visual_memory,0.2129571894979777,0.49151550937489935,0.8643511631495828,1000.0
instance_residual,P2_llm_image_stream,0.1581823874092515,0.4169707136105786,0.9067676075031351,10000.0
instance_residual,P4_raw_siglip,0.33516079787793596,0.6166763597696042,0.7828670907244462,100.0
