area_frac,bg_map_on_self_mean,category,image_id,is_thing,map_inside_mean,map_neutral_mass_frac,map_neutral_mean,map_other_region_mass_frac,map_other_region_mean,map_outside_mass_frac,map_outside_mean,map_self_mass_frac,object_index,own_gt_patch_win_frac,sample_index,size_bucket
0.788330078125,1.4194151845003944e-06,"bear",285,True,0.001237967167980969,0.0006510522798635066,3.0037012948014308e-06,0.0,0.0,0.0006510522798635066,3.0037012948014308e-06,0.9993489980697632,0,1.0,0,"large"
0.044189453125,1.0697441439333488e-06,"person",4765,True,0.022038469091057777,0.0025412223767489195,2.6471068395039765e-06,0.00021810922771692276,1.1632493624347262e-05,0.0027593316044658422,2.8192407626193017e-06,0.9972406029701233,0,0.9779005646705627,1,"medium"
0.018310546875,1.0809172863446292e-06,"surfboard",4765,True,0.05066342279314995,0.0024055144749581814,2.5057443053810857e-06,0.04765532910823822,0.001053156447596848,0.05006084591150284,4.979940058547072e-05,0.9499391913414001,1,0.9466666579246521,1,"small"
0.444091796875,1.8066913980874233e-05,"motorcycle",7386,True,0.0021485495381057262,0.00893156323581934,1.6655596482451074e-05,0.014242419973015785,0.000412823777878657,0.022947076708078384,4.0311071643373e-05,0.9770529270172119,0,0.9648158550262451,2,"large"
0.02783203125,4.204355263937032e-06,"truck",7386,True,0.029006732627749443,0.025856059044599533,4.8216432332992554e-05,0.14745327830314636,0.00032072493922896683,0.17330822348594666,0.00017409164865966886,0.826691746711731,1,0.8771929740905762,2,"small"
0.005859375,1.71812837379548e-06,"dog",7386,True,0.15443049371242523,0.01645127311348915,3.067836587433703e-05,0.056967541575431824,0.00011800629727076739,0.07341701537370682,7.211887714220211e-05,0.926582932472229,2,0.8333333134651184,2,"tiny"
0.508544921875,2.7221602067584172e-05,"bowl",8277,True,0.0009899184806272388,0.061511799693107605,0.00024878382100723684,0.42331209778785706,0.0016423360211774707,0.4845000207424164,0.0009627421968616545,0.5155000686645508,0,0.9908785223960876,3,"large"
0.17724609375,1.0313237908121664e-06,"bowl",8277,True,0.004667795263230801,0.03291375935077667,0.00013311936345417053,0.12639115750789642,0.00021100362937431782,0.15279538929462433,0.00018135952996090055,0.8472046852111816,1,0.22176308929920197,3,"large"
0.028076171875,8.490710001751722e-07,"fork",8277,True,0.030876873061060905,0.03544839471578598,0.00014337067841552198,0.07750009745359421,0.00010333347017876804,0.11229000985622406,0.00011282594641670585,0.8877099752426147,2,0.582608699798584,3,"small"
0.010986328125,1.766892552268473e-07,"broccoli",8277,True,0.028958339244127274,0.17247633635997772,0.0006975787109695375,0.5017727613449097,0.0006552696577273309,0.6742187142372131,0.0006657306221313775,0.32578131556510925,3,0.5333333611488342,3,"small"
0.011962890625,4.0760244246484945e-07,"broccoli",8277,True,0.012323912233114243,0.5908476710319519,0.002389677334576845,0.25818541646003723,0.0003376076347194612,0.8490320444107056,0.0008391718729399145,0.15096791088581085,4,0.08163265138864517,3,"small"
0.01171875,1.0253123150505417e-07,"broccoli",8277,True,0.007289495784789324,0.21910151839256287,0.0008861538954079151,0.6934664845466614,0.000906196073628962,0.91252601146698,0.0009017056436277926,0.08747394382953644,5,0.0833333358168602,3,"small"
0.007568359375,3.17861633902794e-07,"broccoli",8277,True,1.481606796005508e-05,0.2259400635957718,0.0009138121968135238,0.7739452123641968,0.0010064307134598494,0.9998852014541626,0.0009838968981057405,0.00011482452828204259,6,0.0,3,"tiny"
0.00732421875,5.192447929402988e-07,"broccoli",8277,True,0.011558067984879017,0.5281691551208496,0.0021361748222261667,0.38726261258125305,0.0005024491110816598,0.9133144617080688,0.0008984894957393408,0.08668550103902817,7,0.0,3,"tiny"
0.04443359375,4.4003277821502707e-07,"person",9400,True,0.010649598203599453,0.5108582377433777,0.0005835045594722033,0.004585091955959797,4.4515454646898434e-05,0.5154433250427246,0.0005267688538879156,0.48455673456192017,0,0.6813187003135681,4,"medium"
0.01708984375,2.27844864753024e-07,"laptop",9400,True,0.0003614744346123189,0.7635825872421265,0.0008721674093976617,0.2300916165113449,0.0017564245499670506,0.9936742186546326,0.0009872569935396314,0.006325802765786648,1,0.2571428716182709,4,"small"
0.02978515625,3.535387236297538e-07,"keyboard",9400,True,0.004949421621859074,0.06495819985866547,7.419554458465427e-05,0.7840844392776489,0.006644783541560173,0.8490426540374756,0.0008545975433662534,0.1509573608636856,2,0.09836065769195557,4,"small"
0.0244140625,8.458958404844452e-07,"keyboard",9400,True,0.03226754441857338,0.07069550454616547,8.074872312135994e-05,0.12261587381362915,0.000992841087281704,0.19331136345863342,0.00019350486400071532,0.8066886067390442,3,0.20000000298023224,4,"small"
0.01123046875,1.108037167796283e-06,"cup",9400,True,0.0019038153113797307,0.7525368928909302,0.0008595511317253113,0.22556915879249573,0.0016464904183521867,0.9781060814857483,0.0009660308132879436,0.021893873810768127,4,0.739130437374115,4,"small"
0.00390625,1.2392898440793942e-07,"keyboard",9400,True,0.0004494421009439975,0.15209923684597015,0.00017372844740748405,0.8461029529571533,0.00585538474842906,0.9982022047042847,0.0009786296868696809,0.0017977681709453464,5,0.0,4,"tiny"
0.00439453125,6.039330742169113e-07,"mouse",9400,True,0.18082457780838013,0.10173976421356201,0.00011620761506492272,0.08454965800046921,0.0005871503963135183,0.18628942966461182,0.000182726260391064,0.813710629940033,6,0.7777777910232544,4,"tiny"
0.005859375,1.3995014342071954e-05,"laptop",9400,True,0.00022704906587023288,0.2575090527534485,0.00029412799631245434,0.74112868309021,0.005200902931392193,0.9986376762390137,0.0009809799958020449,0.0013622944243252277,7,0.6666666865348816,4,"tiny"
0.0029296875,0.0001418877945980057,"person",9400,True,0.00408773822709918,0.8288265466690063,0.0009466895135119557,0.15891017019748688,0.0010921661742031574,0.9877368211746216,0.0009674211032688618,0.012263212352991104,8,1.0,4,"tiny"
0.0009765625,4.563212769426173e-06,"keyboard",9400,True,5.297795269143535e-07,0.820328414440155,0.000936982745770365,0.1796710193157196,0.001218108576722443,0.9999995827674866,0.0009775167563930154,5.297795269143535e-07,9,0.0,4,"tiny"
0.17626953125,1.1992564168394892e-06,"person",10707,True,0.005135084968060255,0.06867627054452896,9.618526382837445e-05,0.004441011697053909,3.429353091632947e-05,0.07311727851629257,8.668320515425876e-05,0.9268826842308044,0,0.9639889001846313,5,"large"
0.02587890625,3.403978325877688e-06,"couch",10707,True,0.032346490770578384,0.08989111334085464,0.0001258979318663478,0.05292685329914093,0.00018669087148737162,0.14281795918941498,0.00014317591558210552,0.8571819067001343,1,0.6415094137191772,5,"small"
0.056640625,1.0821199794008862e-05,"dining table",10707,True,0.010493292473256588,0.08666084706783295,0.00012137373414589092,0.30489522218704224,0.001205119420774281,0.39138898253440857,0.0004051645810250193,0.608610987663269,2,0.732758641242981,5,"medium"
0.0146484375,6.5940816966758575e-06,"backpack",10707,True,0.046327926218509674,0.06901862472295761,9.666476398706436e-05,0.23606252670288086,0.0008002121467143297,0.30508115887641907,0.000302359985653311,0.694918692111969,3,0.2666666805744171,5,"small"
0.0087890625,4.824931693292456e-06,"couch",10707,True,0.06357409060001373,0.08382932841777802,0.00011740802437998354,0.34400391578674316,0.001142870169132948,0.4278331995010376,0.0004215105436742306,0.5721668004989624,4,0.5555555820465088,5,"tiny"
0.00390625,5.93704498896841e-07,"laptop",10707,True,0.19593167304992676,0.062244314700365067,8.717690798221156e-05,0.1540289968252182,0.0005033627385273576,0.21627329289913177,0.00021203263895586133,0.783726692199707,5,1.0,5,"tiny"
0.005859375,2.9463426471920684e-06,"cup",10707,True,0.06021857634186745,0.05641857162117958,7.901760545792058e-05,0.5823842883110046,0.0019094564486294985,0.6386885046958923,0.0006273953476920724,0.36131149530410767,6,0.3333333432674408,5,"tiny"
0.0029296875,4.666251697926782e-06,"bottle",10707,True,0.00015892705414444208,0.0731956958770752,0.00010251498315483332,0.9263275265693665,0.003017353592440486,0.9995232224464417,0.0009789649629965425,0.00047678116243332624,7,0.3333333432674408,5,"tiny"
0.00390625,9.521661922917701e-06,"bottle",10707,True,0.13726821541786194,0.31566694378852844,0.0004421105550136417,0.13526031374931335,0.0004420271725393832,0.4509272575378418,0.0004420855548232794,0.5490728616714478,8,0.25,5,"tiny"
0.001953125,5.020328899263404e-07,"remote",10707,True,0.35046786069869995,0.04979525879025459,6.974126154091209e-05,0.24926908314228058,0.000809315184596926,0.2990643382072449,0.0002926265588030219,0.7009357213973999,9,0.5,5,"tiny"
0.001953125,2.9970333343953826e-06,"cup",10707,True,0.3816288411617279,0.034822456538677216,4.877095125266351e-05,0.20191992819309235,0.0006555842701345682,0.23674239218235016,0.00023164620506577194,0.7632575631141663,10,0.5,5,"tiny"
0.0009765625,1.9784420146606863e-06,"remote",10707,True,0.006108167115598917,0.04740308225154877,6.639087951043621e-05,0.9464887380599976,0.003063070820644498,0.9938918352127075,0.000971546396613121,0.006108166184276342,11,0.0,5,"tiny"
