target,probe,r2,cosine,rel_l2,lambda
raw,P0_mean_floor,0.0,0.5915646675376622,0.8047824125817472,
raw,P1_ovt_text_stream,0.213376572839715,0.7001326222988153,0.7090520837899784,10000.0
raw,P1_ovt_slot0,0.213376572839715,0.7001326222988153,0.7090520837899784,10000.0
raw,P1b_e8_visual_memory,0.3778540442735855,0.7771660557053829,0.6177404708091695,10000.0
raw,P1c_e8_visual_memory_mean,0.3669291976189687,0.7734674295873062,0.624484390280915,1000.0
raw,P1d_e8_visual_memory_slot0,0.3203333930096861,0.7517846334928131,0.6516869755897654,10000.0
raw,P1d_e8_visual_memory_slot1,0.33398877292703044,0.7595828015640849,0.6443980865630868,1000.0
raw,P1d_e8_visual_memory_slot2,0.34390969505223234,0.7638944088343431,0.6384999828628988,1000.0
raw,P1d_e8_visual_memory_slot3,0.32957098530518447,0.7568794267500732,0.6452231741982088,10000.0
raw,P2_llm_image_stream,0.31307229012207227,0.746032852959894,0.6567012750898054,10000.0
raw,P3_word_only,0.1906357065099965,0.6891154631135239,0.7205610139380895,0.1
raw,P4_raw_siglip,0.5142704678977362,0.8331209163258453,0.5425117460100752,1000.0
instance_residual,P0_mean_floor,0.0,0.004967565542702394,0.9999999999957443,
instance_residual,P1_ovt_text_stream,0.05696303553830162,0.25220578521768466,0.9674464254444077,100000.0
instance_residual,P1_ovt_slot0,0.05696303553830162,0.25220578521768466,0.9674464254444077,100000.0
instance_residual,P1b_e8_visual_memory,0.20284253386905937,0.47577320148655466,0.8729235892077469,10000.0
instance_residual,P1c_e8_visual_memory_mean,0.18852786708097236,0.4675711035936655,0.8827895897649359,1000.0
instance_residual,P1d_e8_visual_memory_slot0,0.16231404293546203,0.4365045580514592,0.9015264804629542,10000.0
instance_residual,P1d_e8_visual_memory_slot1,0.17250653523201742,0.45305660333166037,0.8934086693989322,10000.0
instance_residual,P1d_e8_visual_memory_slot2,0.17699274556011324,0.45986206979312855,0.8897075831913607,10000.0
instance_residual,P1d_e8_visual_memory_slot3,0.17056390796098964,0.4506017433515881,0.8944221083320926,10000.0
instance_residual,P2_llm_image_stream,0.15117524636698465,0.4093407990523862,0.9104751804875998,10000.0
instance_residual,P4_raw_siglip,0.3359594140251543,0.6174040266325587,0.7822477231117746,100.0
